timestamp,location_id,zone,latitude,longitude,temperature_c,humidity_percentage,rainfall_mm,wind_speed_kmh,pressure_hpa,lightning_probability,storm_probability,flood_risk
2026-04-02 15:30:00,LOC02,North-East Zone,23.02,72.68,28.72,70.47,0.24,19.91,1006.17,0.008,0.013,0.006
2026-04-02 16:00:00,LOC02,North-East Zone,23.02,72.68,31.45,58.37,0.75,7.59,1007.62,0.015,0.03,0.0
2026-04-02 16:30:00,LOC02,North-East Zone,23.02,72.68,33.03,59.81,17.61,14.04,1010.04,0.055,0.022,0.146
2026-04-02 17:00:00,LOC02,North-East Zone,23.02,72.68,32.39,57.06,1.21,14.91,1009.37,0.02,0.032,0.02
2026-04-02 17:30:00,LOC02,North-East Zone,23.02,72.68,32.55,63.46,1.14,12.81,1004.96,0.006,0.032,0.024
2026-04-02 18:00:00,LOC02,North-East Zone,23.02,72.68,31.53,57.95,0.0,13.56,1007.79,0.013,0.011,0.023
2026-04-02 18:30:00,LOC02,North-East Zone,23.02,72.68,31.86,58.13,0.02,12.67,1007.43,0.0,0.023,0.008
2026-04-02 19:00:00,LOC02,North-East Zone,23.02,72.68,33.19,51.79,0.59,18.67,1002.99,0.012,0.0,0.017
2026-04-02 19:30:00,LOC02,North-East Zone,23.02,72.68,32.06,57.66,0.28,9.31,1008.06,0.008,0.003,0.012
2026-04-02 20:00:00,LOC02,North-East Zone,23.02,72.68,33.44,55.59,3.31,12.3,1002.73,0.035,0.018,0.05
2026-04-02 20:30:00,LOC02,North-East Zone,23.02,72.68,32.76,64.52,1.02,13.14,1006.24,0.007,0.0,0.023
2026-04-02 21:00:00,LOC02,North-East Zone,23.02,72.68,33.82,61.48,0.22,14.27,1006.44,0.014,0.02,0.041
2026-04-02 21:30:00,LOC02,North-East Zone,23.02,72.68,32.99,54.21,0.01,1.0,1011.01,0.001,0.008,0.031
2026-04-02 22:00:00,LOC02,North-East Zone,23.02,72.68,31.2,63.83,0.09,13.94,1008.86,0.006,0.01,0.04
2026-04-02 22:30:00,LOC02,North-East Zone,23.02,72.68,31.96,72.21,0.35,25.18,1003.94,0.014,0.0,0.0
2026-04-02 23:00:00,LOC02,North-East Zone,23.02,72.68,30.16,65.33,1.13,11.09,1008.03,0.013,0.003,0.027
2026-04-02 23:30:00,LOC02,North-East Zone,23.02,72.68,33.12,60.47,0.01,15.07,1003.68,0.011,0.019,0.0
2026-04-03 00:00:00,LOC02,North-East Zone,23.02,72.68,29.66,60.78,0.09,3.89,1006.94,0.004,0.0,0.028
2026-04-03 00:30:00,LOC02,North-East Zone,23.02,72.68,30.73,60.39,0.18,11.85,1007.02,0.011,0.028,0.003
2026-04-03 01:00:00,LOC02,North-East Zone,23.02,72.68,32.3,54.43,0.21,12.55,1007.17,0.004,0.014,0.01
2026-04-03 01:30:00,LOC02,North-East Zone,23.02,72.68,31.54,65.49,2.02,9.24,1008.36,0.026,0.012,0.043
2026-04-03 02:00:00,LOC02,North-East Zone,23.02,72.68,28.91,64.36,1.16,11.91,1006.18,0.012,0.005,0.024
2026-04-03 02:30:00,LOC02,North-East Zone,23.02,72.68,28.73,58.01,2.19,11.38,1005.91,0.017,0.028,0.003
2026-04-03 03:00:00,LOC02,North-East Zone,23.02,72.68,28.56,67.72,1.24,16.19,1008.14,0.012,0.0,0.016
2026-04-03 03:30:00,LOC02,North-East Zone,23.02,72.68,30.16,67.11,0.11,12.12,1008.31,0.0,0.015,0.002
2026-04-03 04:00:00,LOC02,North-East Zone,23.02,72.68,28.3,57.78,0.0,15.78,1004.8,0.007,0.003,0.016
2026-04-03 04:30:00,LOC02,North-East Zone,23.02,72.68,27.55,64.74,1.52,14.4,1005.74,0.018,0.018,0.022
2026-04-03 05:00:00,LOC02,North-East Zone,23.02,72.68,25.74,62.86,0.57,14.04,1005.91,0.016,0.011,0.011
2026-04-03 05:30:00,LOC02,North-East Zone,23.02,72.68,29.52,56.79,0.19,8.35,1007.17,0.015,0.003,0.034
2026-04-03 06:00:00,LOC02,North-East Zone,23.02,72.68,25.96,57.38,0.58,7.27,1005.27,0.005,0.006,0.016
2026-04-03 06:30:00,LOC02,North-East Zone,23.02,72.68,29.59,60.4,0.02,15.94,1004.95,0.004,0.029,0.004
2026-04-03 07:00:00,LOC02,North-East Zone,23.02,72.68,28.34,61.94,1.09,10.75,1009.55,0.004,0.001,0.021
2026-04-03 07:30:00,LOC02,North-East Zone,23.02,72.68,25.26,64.84,1.84,10.07,1009.91,0.004,0.0,0.052
2026-04-03 08:00:00,LOC02,North-East Zone,23.02,72.68,22.22,59.4,0.01,11.09,1005.92,0.0,0.0,0.002
2026-04-03 08:30:00,LOC02,North-East Zone,23.02,72.68,21.35,64.64,0.0,14.71,1007.73,0.01,0.003,0.019
2026-04-03 09:00:00,LOC02,North-East Zone,23.02,72.68,27.79,68.03,1.04,8.38,1008.18,0.02,0.01,0.019
2026-04-03 09:30:00,LOC02,North-East Zone,23.02,72.68,25.12,60.57,2.03,15.88,1006.7,0.008,0.042,0.049
2026-04-03 10:00:00,LOC02,North-East Zone,23.02,72.68,26.99,51.48,0.75,12.03,1004.94,0.012,0.021,0.017
2026-04-03 10:30:00,LOC02,North-East Zone,23.02,72.68,27.98,62.1,0.61,8.26,1011.26,0.012,0.0,0.029
2026-04-03 11:00:00,LOC02,North-East Zone,23.02,72.68,27.52,58.95,0.04,10.05,1011.72,0.013,0.052,0.004
2026-04-03 11:30:00,LOC02,North-East Zone,23.02,72.68,25.58,64.5,0.93,12.53,1010.28,0.004,0.0,0.002
2026-04-03 12:00:00,LOC02,North-East Zone,23.02,72.68,28.34,64.94,1.84,9.29,1008.03,0.0,0.014,0.0
2026-04-03 12:30:00,LOC02,North-East Zone,23.02,72.68,29.15,64.7,0.66,14.04,1005.71,0.015,0.013,0.01
2026-04-03 13:00:00,LOC02,North-East Zone,23.02,72.68,27.71,67.53,0.11,9.21,1007.61,0.016,0.0,0.0
2026-04-03 13:30:00,LOC02,North-East Zone,23.02,72.68,28.87,59.22,0.0,13.26,1007.99,0.005,0.008,0.016
2026-04-03 14:00:00,LOC02,North-East Zone,23.02,72.68,29.95,65.16,0.15,14.32,1005.44,0.0,0.019,0.0
2026-04-03 14:30:00,LOC02,North-East Zone,23.02,72.68,27.09,65.45,0.44,15.89,1005.14,0.02,0.022,0.002
2026-04-03 15:00:00,LOC02,North-East Zone,23.02,72.68,29.03,61.69,0.58,1.0,1007.8,0.0,0.019,0.003
2026-04-03 15:30:00,LOC02,North-East Zone,23.02,72.68,29.56,67.85,2.53,16.94,1004.45,0.02,0.011,0.05
2026-04-03 16:00:00,LOC02,North-East Zone,23.02,72.68,31.27,68.27,0.03,9.73,1009.98,0.016,0.032,0.012
2026-04-03 16:30:00,LOC02,North-East Zone,23.02,72.68,32.96,60.01,0.0,7.01,1007.9,0.014,0.035,0.014
2026-04-03 17:00:00,LOC02,North-East Zone,23.02,72.68,33.08,61.0,0.08,13.31,1007.1,0.02,0.025,0.041
2026-04-03 17:30:00,LOC02,North-East Zone,23.02,72.68,30.67,49.04,0.62,15.32,1005.49,0.02,0.0,0.0
2026-04-03 18:00:00,LOC02,North-East Zone,23.02,72.68,29.61,70.59,0.18,13.16,1006.44,0.011,0.017,0.007
2026-04-03 18:30:00,LOC02,North-East Zone,23.02,72.68,32.44,62.02,0.12,8.02,1003.12,0.013,0.004,0.014
2026-04-03 19:00:00,LOC02,North-East Zone,23.02,72.68,33.86,67.31,57.56,14.18,1006.8,0.152,0.033,0.566
2026-04-03 19:30:00,LOC02,North-East Zone,23.02,72.68,35.38,54.88,1.42,11.48,1010.28,0.021,0.022,0.027
2026-04-03 20:00:00,LOC02,North-East Zone,23.02,72.68,29.83,55.82,0.01,10.69,1008.02,0.0,0.017,0.036
2026-04-03 20:30:00,LOC02,North-East Zone,23.02,72.68,36.19,52.28,0.86,10.9,1009.46,0.009,0.019,0.026
2026-04-03 21:00:00,LOC02,North-East Zone,23.02,72.68,34.94,54.05,0.41,6.01,1006.31,0.014,0.024,0.01
2026-04-03 21:30:00,LOC02,North-East Zone,23.02,72.68,31.08,58.19,0.01,8.78,1010.53,0.006,0.005,0.0
2026-04-03 22:00:00,LOC02,North-East Zone,23.02,72.68,32.3,66.78,0.17,17.72,1009.04,0.006,0.0,0.005
2026-04-03 22:30:00,LOC02,North-East Zone,23.02,72.68,32.95,67.11,1.72,11.91,1008.64,0.009,0.006,0.0
2026-04-03 23:00:00,LOC02,North-East Zone,23.02,72.68,31.25,57.7,0.95,13.63,1008.47,0.0,0.021,0.032
2026-04-03 23:30:00,LOC02,North-East Zone,23.02,72.68,32.39,57.41,0.84,10.36,1004.74,0.015,0.007,0.0
2026-04-04 00:00:00,LOC02,North-East Zone,23.02,72.68,32.89,55.04,0.04,6.41,1006.15,0.006,0.029,0.0
2026-04-04 00:30:00,LOC02,North-East Zone,23.02,72.68,31.99,62.72,2.41,20.84,1008.45,0.005,0.037,0.031
2026-04-04 01:00:00,LOC02,North-East Zone,23.02,72.68,28.4,63.5,1.07,15.2,1004.68,0.012,0.003,0.014
2026-04-04 01:30:00,LOC02,North-East Zone,23.02,72.68,26.94,55.35,0.96,9.91,1007.52,0.02,0.0,0.024
2026-04-04 02:00:00,LOC02,North-East Zone,23.02,72.68,30.5,61.54,0.0,67.37,1005.64,0.021,0.041,0.004
2026-04-04 02:30:00,LOC02,North-East Zone,23.02,72.68,27.27,65.27,3.22,16.76,1004.55,0.015,0.0,0.015
2026-04-04 03:00:00,LOC02,North-East Zone,23.02,72.68,28.31,64.8,0.1,18.46,1008.76,0.007,0.0,0.018
2026-04-04 03:30:00,LOC02,North-East Zone,23.02,72.68,27.79,64.44,0.1,12.33,1004.53,0.006,0.0,0.0
2026-04-04 04:00:00,LOC02,North-East Zone,23.02,72.68,24.62,70.7,0.14,10.48,1006.19,0.007,0.007,0.013
2026-04-04 04:30:00,LOC02,North-East Zone,23.02,72.68,28.76,61.18,0.02,11.34,1001.76,0.012,0.019,0.03
2026-04-04 05:00:00,LOC02,North-East Zone,23.02,72.68,25.67,68.72,1.42,11.48,1005.33,0.016,0.0,0.031
2026-04-04 05:30:00,LOC02,North-East Zone,23.02,72.68,27.44,67.06,0.3,14.28,1005.05,0.0,0.051,0.011
2026-04-04 06:00:00,LOC02,North-East Zone,23.02,72.68,27.25,68.78,0.22,15.1,1004.57,0.0,0.004,0.021
2026-04-04 06:30:00,LOC02,North-East Zone,23.02,72.68,23.56,67.12,0.0,15.85,1009.47,0.02,0.037,0.0
2026-04-04 07:00:00,LOC02,North-East Zone,23.02,72.68,24.04,69.16,0.18,16.99,1010.34,0.0,0.0,0.039
2026-04-04 07:30:00,LOC02,North-East Zone,23.02,72.68,27.11,65.75,0.43,16.12,1010.09,0.0,0.018,0.001
2026-04-04 08:00:00,LOC02,North-East Zone,23.02,72.68,26.49,62.96,1.72,15.14,1009.73,0.003,0.0,0.037
2026-04-04 08:30:00,LOC02,North-East Zone,23.02,72.68,25.37,55.23,0.1,10.8,1003.48,0.013,0.024,0.022
2026-04-04 09:00:00,LOC02,North-East Zone,23.02,72.68,25.43,65.15,0.01,21.03,1008.03,0.0,0.025,0.015
2026-04-04 09:30:00,LOC02,North-East Zone,23.02,72.68,24.93,54.51,0.2,11.55,1004.95,0.025,0.005,0.003
2026-04-04 10:00:00,LOC02,North-East Zone,23.02,72.68,27.33,53.11,0.34,15.1,1008.43,0.005,0.0,0.04
2026-04-04 10:30:00,LOC02,North-East Zone,23.02,72.68,27.66,57.56,0.01,7.36,1005.1,0.0,0.02,0.029
2026-04-04 11:00:00,LOC02,North-East Zone,23.02,72.68,27.15,61.8,0.02,11.92,1007.09,0.002,0.018,0.032
2026-04-04 11:30:00,LOC02,North-East Zone,23.02,72.68,23.42,71.53,8.83,18.65,1009.45,0.023,0.025,0.084
2026-04-04 12:00:00,LOC02,North-East Zone,23.02,72.68,28.76,61.78,0.03,20.34,1005.88,0.012,0.0,0.0
2026-04-04 12:30:00,LOC02,North-East Zone,23.02,72.68,26.64,71.89,0.02,11.3,1007.33,0.007,0.021,0.026
2026-04-04 13:00:00,LOC02,North-East Zone,23.02,72.68,30.24,67.55,1.68,7.99,1008.17,0.02,0.013,0.007
2026-04-04 13:30:00,LOC02,North-East Zone,23.02,72.68,27.46,59.1,1.48,15.45,1008.04,0.022,0.024,0.031
2026-04-04 14:00:00,LOC02,North-East Zone,23.02,72.68,30.77,63.15,1.85,14.14,1006.41,0.018,0.048,0.0
2026-04-04 14:30:00,LOC02,North-East Zone,23.02,72.68,29.52,60.02,2.95,12.45,1006.21,0.026,0.01,0.047
2026-04-04 15:00:00,LOC02,North-East Zone,23.02,72.68,29.53,64.74,0.01,14.06,1006.25,0.023,0.007,0.017
2026-04-04 15:30:00,LOC02,North-East Zone,23.02,72.68,30.92,71.7,0.68,12.39,1009.86,0.012,0.018,0.003
2026-04-04 16:00:00,LOC02,North-East Zone,23.02,72.68,29.5,65.09,3.22,9.02,1002.48,0.007,0.044,0.035
2026-04-04 16:30:00,LOC02,North-East Zone,23.02,72.68,31.72,59.02,0.28,19.72,1005.66,0.008,0.027,0.022
2026-04-04 17:00:00,LOC02,North-East Zone,23.02,72.68,33.39,56.68,2.04,16.98,1005.22,0.013,0.031,0.017
2026-04-04 17:30:00,LOC02,North-East Zone,23.02,72.68,32.99,53.58,2.37,18.11,1003.2,0.019,0.043,0.049
2026-04-04 18:00:00,LOC02,North-East Zone,23.02,72.68,32.98,63.1,0.65,13.17,1010.75,0.016,0.012,0.008
2026-04-04 18:30:00,LOC02,North-East Zone,23.02,72.68,34.44,70.09,4.04,20.68,1004.31,0.021,0.01,0.023
2026-04-04 19:00:00,LOC02,North-East Zone,23.02,72.68,33.66,56.91,1.87,23.44,1002.14,0.025,0.011,0.023
2026-04-04 19:30:00,LOC02,North-East Zone,23.02,72.68,32.34,62.68,0.0,18.88,1005.18,0.011,0.0,0.0
2026-04-04 20:00:00,LOC02,North-East Zone,23.02,72.68,32.05,57.1,1.12,2.66,1006.13,0.016,0.024,0.0
2026-04-04 20:30:00,LOC02,North-East Zone,23.02,72.68,32.25,59.07,0.12,7.51,1001.28,0.0,0.016,0.028
2026-04-04 21:00:00,LOC02,North-East Zone,23.02,72.68,32.69,49.25,1.06,6.57,1007.78,0.009,0.026,0.001
2026-04-04 21:30:00,LOC02,North-East Zone,23.02,72.68,33.3,55.37,1.06,19.5,1005.06,0.017,0.0,0.008
2026-04-04 22:00:00,LOC02,North-East Zone,23.02,72.68,32.59,62.22,1.96,16.24,1007.79,0.016,0.055,0.045
2026-04-04 22:30:00,LOC02,North-East Zone,23.02,72.68,32.85,63.13,0.52,1.79,1008.61,0.025,0.032,0.02
2026-04-04 23:00:00,LOC02,North-East Zone,23.02,72.68,32.03,54.37,0.54,8.19,1005.96,0.012,0.016,0.0
2026-04-04 23:30:00,LOC02,North-East Zone,23.02,72.68,31.73,61.36,0.39,10.71,1008.59,0.019,0.029,0.027
2026-04-05 00:00:00,LOC02,North-East Zone,23.02,72.68,31.03,66.97,4.04,14.43,1005.75,0.025,0.021,0.045
2026-04-05 00:30:00,LOC02,North-East Zone,23.02,72.68,27.38,62.43,0.05,7.0,1009.54,0.005,0.008,0.0
2026-04-05 01:00:00,LOC02,North-East Zone,23.02,72.68,26.6,70.73,0.04,26.13,1009.12,0.016,0.008,0.012
2026-04-05 01:30:00,LOC02,North-East Zone,23.02,72.68,27.57,62.11,0.03,16.55,1003.83,0.027,0.022,0.001
2026-04-05 02:00:00,LOC02,North-East Zone,23.02,72.68,29.15,51.94,0.67,7.31,1009.38,0.014,0.0,0.026
2026-04-05 02:30:00,LOC02,North-East Zone,23.02,72.68,29.29,64.31,1.23,8.29,1006.28,0.029,0.016,0.022
2026-04-05 03:00:00,LOC02,North-East Zone,23.02,72.68,27.49,65.05,0.57,17.52,1003.35,0.015,0.0,0.029
2026-04-05 03:30:00,LOC02,North-East Zone,23.02,72.68,30.35,60.42,1.17,8.82,1010.47,0.007,0.021,0.04
2026-04-05 04:00:00,LOC02,North-East Zone,23.02,72.68,27.85,57.29,0.22,10.68,1004.97,0.009,0.0,0.007
2026-04-05 04:30:00,LOC02,North-East Zone,23.02,72.68,27.42,62.78,0.15,9.96,1003.44,0.013,0.005,0.019
2026-04-05 05:00:00,LOC02,North-East Zone,23.02,72.68,26.66,61.61,0.74,12.54,1002.43,0.014,0.019,0.01
2026-04-05 05:30:00,LOC02,North-East Zone,23.02,72.68,25.93,59.22,1.57,19.06,1006.7,0.009,0.003,0.0
2026-04-05 06:00:00,LOC02,North-East Zone,23.02,72.68,26.78,59.27,0.8,17.64,1005.36,0.011,0.0,0.005
2026-04-05 06:30:00,LOC02,North-East Zone,23.02,72.68,27.22,63.0,0.01,11.06,1005.96,0.02,0.035,0.022
2026-04-05 07:00:00,LOC02,North-East Zone,23.02,72.68,26.58,69.82,0.65,20.1,1005.8,0.006,0.01,0.016
2026-04-05 07:30:00,LOC02,North-East Zone,23.02,72.68,25.85,58.67,0.01,14.38,1005.48,0.018,0.0,0.025
2026-04-05 08:00:00,LOC02,North-East Zone,23.02,72.68,24.3,65.74,1.57,17.07,1006.11,0.013,0.0,0.017
2026-04-05 08:30:00,LOC02,North-East Zone,23.02,72.68,27.73,69.0,0.12,12.71,1008.72,0.001,0.012,0.014
2026-04-05 09:00:00,LOC02,North-East Zone,23.02,72.68,26.68,67.94,0.62,11.95,1004.53,0.005,0.017,0.016
2026-04-05 09:30:00,LOC02,North-East Zone,23.02,72.68,24.84,71.11,0.01,13.45,1008.96,0.029,0.024,0.011
2026-04-05 10:00:00,LOC02,North-East Zone,23.02,72.68,27.15,59.25,0.03,10.6,1004.83,0.011,0.011,0.0
2026-04-05 10:30:00,LOC02,North-East Zone,23.02,72.68,24.77,59.25,0.12,15.67,1006.18,0.003,0.031,0.014
2026-04-05 11:00:00,LOC02,North-East Zone,23.02,72.68,27.66,69.2,0.53,12.08,1005.21,0.017,0.027,0.001
2026-04-05 11:30:00,LOC02,North-East Zone,23.02,72.68,28.01,62.29,0.06,15.6,1008.07,0.005,0.0,0.01
2026-04-05 12:00:00,LOC02,North-East Zone,23.02,72.68,27.76,66.83,0.06,15.03,1005.36,0.007,0.021,0.008
2026-04-05 12:30:00,LOC02,North-East Zone,23.02,72.68,27.44,64.02,0.61,11.48,1005.09,0.007,0.0,0.0
2026-04-05 13:00:00,LOC02,North-East Zone,23.02,72.68,29.59,61.71,1.0,7.48,1006.16,0.023,0.021,0.0
2026-04-05 13:30:00,LOC02,North-East Zone,23.02,72.68,30.18,54.92,1.71,11.81,1008.43,0.023,0.034,0.006
2026-04-05 14:00:00,LOC02,North-East Zone,23.02,72.68,27.92,68.86,0.11,16.69,1005.46,0.013,0.0,0.0
2026-04-05 14:30:00,LOC02,North-East Zone,23.02,72.68,26.5,63.8,0.39,12.3,1009.94,0.004,0.012,0.011
2026-04-05 15:00:00,LOC02,North-East Zone,23.02,72.68,28.19,63.45,0.17,8.28,1005.91,0.012,0.004,0.004
2026-04-05 15:30:00,LOC02,North-East Zone,23.02,72.68,31.66,56.45,0.18,20.92,1004.61,0.007,0.051,0.026
2026-04-05 16:00:00,LOC02,North-East Zone,23.02,72.68,33.34,58.1,0.99,5.97,1003.33,0.022,0.013,0.0
2026-04-05 16:30:00,LOC02,North-East Zone,23.02,72.68,31.38,55.34,0.05,10.71,1008.45,0.027,0.002,0.021
2026-04-05 17:00:00,LOC02,North-East Zone,23.02,72.68,36.36,55.9,0.86,9.0,1006.84,0.008,0.033,0.032
2026-04-05 17:30:00,LOC02,North-East Zone,23.02,72.68,35.48,54.09,0.0,19.98,1009.13,0.007,0.009,0.005
2026-04-05 18:00:00,LOC02,North-East Zone,23.02,72.68,33.6,61.99,0.13,7.79,1004.87,0.0,0.004,0.005
2026-04-05 18:30:00,LOC02,North-East Zone,23.02,72.68,32.76,60.75,0.04,13.87,1006.3,0.023,0.02,0.016
2026-04-05 19:00:00,LOC02,North-East Zone,23.02,72.68,32.81,50.25,1.27,12.31,1006.19,0.022,0.013,0.028
2026-04-05 19:30:00,LOC02,North-East Zone,23.02,72.68,35.96,54.57,0.98,14.35,1003.55,0.0,0.0,0.029
2026-04-05 20:00:00,LOC02,North-East Zone,23.02,72.68,35.0,55.2,3.47,11.26,1005.36,0.023,0.028,0.037
2026-04-05 20:30:00,LOC02,North-East Zone,23.02,72.68,32.38,57.45,0.46,15.35,1010.91,0.012,0.011,0.015
2026-04-05 21:00:00,LOC02,North-East Zone,23.02,72.68,32.85,57.36,1.52,8.21,1007.97,0.013,0.032,0.037
2026-04-05 21:30:00,LOC02,North-East Zone,23.02,72.68,29.79,64.95,0.17,18.38,1010.35,0.011,0.0,0.0
2026-04-05 22:00:00,LOC02,North-East Zone,23.02,72.68,32.49,54.85,1.34,4.69,1006.35,0.023,0.012,0.025
2026-04-05 22:30:00,LOC02,North-East Zone,23.02,72.68,34.63,59.73,0.01,12.52,1005.79,0.003,0.0,0.025
2026-04-05 23:00:00,LOC02,North-East Zone,23.02,72.68,32.4,61.53,33.5,9.44,1002.49,0.096,0.025,0.394
2026-04-05 23:30:00,LOC02,North-East Zone,23.02,72.68,32.36,68.47,0.53,18.04,1004.59,0.008,0.004,0.01
2026-04-06 00:00:00,LOC02,North-East Zone,23.02,72.68,32.37,62.78,0.05,6.92,1007.31,0.024,0.001,0.021
2026-04-06 00:30:00,LOC02,North-East Zone,23.02,72.68,30.75,58.52,0.61,13.78,1007.39,0.005,0.039,0.024
2026-04-06 01:00:00,LOC02,North-East Zone,23.02,72.68,31.88,50.18,0.8,12.78,1010.8,0.009,0.02,0.022
2026-04-06 01:30:00,LOC02,North-East Zone,23.02,72.68,33.17,61.79,0.01,11.22,1009.1,0.007,0.019,0.017
2026-04-06 02:00:00,LOC02,North-East Zone,23.02,72.68,30.06,56.74,0.51,9.41,1010.28,0.003,0.028,0.006
2026-04-06 02:30:00,LOC02,North-East Zone,23.02,72.68,28.17,61.67,0.35,13.61,1003.9,0.017,0.032,0.031
2026-04-06 03:00:00,LOC02,North-East Zone,23.02,72.68,29.95,60.93,2.04,16.46,1008.83,0.017,0.024,0.034
2026-04-06 03:30:00,LOC02,North-East Zone,23.02,72.68,29.65,59.98,0.18,11.13,1003.89,0.011,0.006,0.03
2026-04-06 04:00:00,LOC02,North-East Zone,23.02,72.68,27.1,61.33,0.54,16.82,1007.65,0.022,0.002,0.0
2026-04-06 04:30:00,LOC02,North-East Zone,23.02,72.68,25.67,61.07,0.85,11.81,1005.47,0.01,0.004,0.011
2026-04-06 05:00:00,LOC02,North-East Zone,23.02,72.68,26.9,63.38,0.31,2.84,1005.76,0.0,0.018,0.009
2026-04-06 05:30:00,LOC02,North-East Zone,23.02,72.68,25.97,65.93,0.02,15.39,1009.38,0.018,0.009,0.013
2026-04-06 06:00:00,LOC02,North-East Zone,23.02,72.68,28.1,60.74,1.4,13.92,1004.56,0.006,0.021,0.04
2026-04-06 06:30:00,LOC02,North-East Zone,23.02,72.68,25.42,67.86,0.48,17.15,1003.53,0.028,0.0,0.031
2026-04-06 07:00:00,LOC02,North-East Zone,23.02,72.68,24.09,65.9,0.07,17.39,1005.24,0.01,0.023,0.014
2026-04-06 07:30:00,LOC02,North-East Zone,23.02,72.68,27.82,67.71,0.01,17.07,1008.03,0.002,0.0,0.009
2026-04-06 08:00:00,LOC02,North-East Zone,23.02,72.68,26.65,67.73,0.0,11.85,1007.34,0.015,0.013,0.0
2026-04-06 08:30:00,LOC02,North-East Zone,23.02,72.68,21.8,72.62,0.07,13.6,1006.77,0.017,0.006,0.026
2026-04-06 09:00:00,LOC02,North-East Zone,23.02,72.68,28.31,48.72,3.12,13.61,1004.48,0.02,0.001,0.021
2026-04-06 09:30:00,LOC02,North-East Zone,23.02,72.68,29.31,56.84,0.22,9.19,1008.63,0.012,0.004,0.0
2026-04-06 10:00:00,LOC02,North-East Zone,23.02,72.68,27.6,67.26,0.53,13.21,1002.94,0.008,0.034,0.009
2026-04-06 10:30:00,LOC02,North-East Zone,23.02,72.68,25.68,74.78,1.36,15.21,1007.16,0.012,0.019,0.05
2026-04-06 11:00:00,LOC02,North-East Zone,23.02,72.68,29.97,63.49,1.44,22.18,1005.76,0.0,0.009,0.023
2026-04-06 11:30:00,LOC02,North-East Zone,23.02,72.68,25.36,59.6,0.0,15.76,1005.36,0.032,0.0,0.012
2026-04-06 12:00:00,LOC02,North-East Zone,23.02,72.68,26.81,69.8,0.01,45.33,1009.82,0.019,0.02,0.005
2026-04-06 12:30:00,LOC02,North-East Zone,23.02,72.68,29.07,59.15,27.21,6.56,1010.55,0.079,0.021,0.364
2026-04-06 13:00:00,LOC02,North-East Zone,23.02,72.68,28.89,64.4,0.01,15.35,1001.49,0.011,0.034,0.026
2026-04-06 13:30:00,LOC02,North-East Zone,23.02,72.68,26.34,65.61,0.0,11.06,1007.21,0.013,0.0,0.01
2026-04-06 14:00:00,LOC02,North-East Zone,23.02,72.68,32.07,68.57,0.19,1.04,1007.87,0.006,0.01,0.022
2026-04-06 14:30:00,LOC02,North-East Zone,23.02,72.68,30.37,57.95,0.51,28.59,1008.79,0.024,0.019,0.013
2026-04-06 15:00:00,LOC02,North-East Zone,23.02,72.68,30.11,65.19,0.57,11.11,1009.8,0.016,0.03,0.014
2026-04-06 15:30:00,LOC02,North-East Zone,23.02,72.68,32.31,56.87,0.09,14.24,1006.3,0.008,0.017,0.0
2026-04-06 16:00:00,LOC02,North-East Zone,23.02,72.68,31.44,55.73,0.01,11.08,1007.64,0.0,0.0,0.01
2026-04-06 16:30:00,LOC02,North-East Zone,23.02,72.68,33.79,54.25,0.04,20.5,1007.95,0.022,0.01,0.015
2026-04-06 17:00:00,LOC02,North-East Zone,23.02,72.68,32.16,59.14,0.41,22.97,1006.34,0.017,0.013,0.005
2026-04-06 17:30:00,LOC02,North-East Zone,23.02,72.68,32.57,64.62,0.07,10.96,1004.75,0.005,0.064,0.015
2026-04-06 18:00:00,LOC02,North-East Zone,23.02,72.68,32.44,59.72,0.0,13.58,1008.1,0.015,0.023,0.0
2026-04-06 18:30:00,LOC02,North-East Zone,23.02,72.68,34.15,53.03,10.92,16.98,1006.81,0.054,0.029,0.091
2026-04-06 19:00:00,LOC02,North-East Zone,23.02,72.68,32.83,60.89,2.79,11.65,1010.44,0.027,0.0,0.058
2026-04-06 19:30:00,LOC02,North-East Zone,23.02,72.68,33.79,57.89,1.14,12.23,1008.48,0.006,0.004,0.028
2026-04-06 20:00:00,LOC02,North-East Zone,23.02,72.68,30.62,63.32,0.3,16.42,1007.9,0.0,0.0,0.021
2026-04-06 20:30:00,LOC02,North-East Zone,23.02,72.68,31.08,58.67,0.58,12.76,1002.26,0.01,0.032,0.047
2026-04-06 21:00:00,LOC02,North-East Zone,23.02,72.68,35.74,71.33,10.92,3.04,1006.57,0.044,0.019,0.091
2026-04-06 21:30:00,LOC02,North-East Zone,23.02,72.68,32.3,69.13,14.22,21.93,1001.98,0.044,0.0,0.106
2026-04-06 22:00:00,LOC02,North-East Zone,23.02,72.68,31.99,64.96,1.98,13.55,1007.84,0.015,0.0,0.0
2026-04-06 22:30:00,LOC02,North-East Zone,23.02,72.68,33.25,62.85,0.04,3.29,1009.78,0.011,0.0,0.018
2026-04-06 23:00:00,LOC02,North-East Zone,23.02,72.68,31.9,54.51,0.87,18.45,1010.44,0.015,0.0,0.041
2026-04-06 23:30:00,LOC02,North-East Zone,23.02,72.68,30.69,55.18,0.55,11.13,1006.65,0.014,0.022,0.0
2026-04-07 00:00:00,LOC02,North-East Zone,23.02,72.68,30.16,59.69,3.69,14.33,1008.76,0.006,0.016,0.046
